,bill_id,alternate_bill_id,bill_name,bill_text_url,bill_summary,bill_sponsors,action_on_branch,action_date,action_text,Category
37,H112,,Roanoke Rapids Local Option Sales Tax.,https://www.ncleg.gov/sessions/2019/bills/house/html/H112v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/112/2019-2020%20Session/H112,Michael H. Wray; Charles Graham; Wayne Sasser,S,7/15/2019,Ref To Com On Rules and Operations of the Senate,Operations
622,H64,,Blue/Gold Star Mothers' Appreciation Day.,https://www.ncleg.gov/sessions/2019/bills/house/html/H64v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/64/2019-2020%20Session/H64,"D. Craig Horn; George G. Cleveland; Holly Grange; Larry W. Potts; Gale Adcock; Dean Arp; John Autry; Cynthia Ball; Chaz Beasley; Mary Belk; Hugh Blackwell; Becky Carney; Jerry Carter; Ashton Wheeler Clemmons; Debra Conrad; Carla D. Cunningham; John Faircloth; Pricey Harrison; Yvonne Lewis Holley; Frank Iler; Verla Insko; Joe John; Keith Kidwell; Larry G. Pittman; Amos L. Quick, III; Dennis Riddell; C. Ray Russell; Phil Shepard",H,2/14/2019,"Ref to the Com on Homeland Security, Military, and Veterans Affairs, if favorable, Rules, Calendar, and Operations of the House",Operations
624,H641,,Modifications to Various DPS Provisions.,https://www.ncleg.gov/sessions/2019/bills/house/html/H641v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/641/2019-2020%20Session/H641,"James L. Boles, Jr.; Garland E. Pierce; Michael Speciale; Rena W. Turner; John Faircloth; Edward C. Goodwin; Charles Graham; Carolyn G. Logan; Allen McNeill; Larry G. Pittman; Shelly Willingham; Michael H. Wray",S,5/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
278,H33,,Adjust GSC Membership.,https://www.ncleg.gov/sessions/2019/bills/house/html/H33v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/33/2019-2020%20Session/H33,"Ted Davis, Jr.; George G. Cleveland; Dennis Riddell",S,6/25/2019,Re-ref Com On Rules and Operations of the Senate,Operations
395,H435,,Public Meeting/Simultaneous Communication/W-S.,https://www.ncleg.gov/sessions/2019/bills/house/html/H435v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/435/2019-2020%20Session/H435,Derwin L. Montgomery,H,3/25/2019,"Ref to the Com on State and Local Government, if favorable, Rules, Calendar, and Operations of the House",Operations
635,H651,S625,Adjust LPA Pay Rates/DMV Advertising.,https://www.ncleg.gov/sessions/2019/bills/house/html/H651v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/651/2019-2020%20Session/H651,John A. Torbett; David R. Lewis; Garland E. Pierce; Shelly Willingham,S,5/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
599,H619,S337,Rethinking Guardianship.,https://www.ncleg.gov/sessions/2019/bills/house/html/H619v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/619/2019-2020%20Session/H619,"Jean Farmer-Butterfield; Jon Hardister; Donna McDowell White; Rena W. Turner; John Autry; Carla D. Cunningham; Pricey Harrison; Yvonne Lewis Holley; Howard J. Hunter, III; Marvin W. Lucas; Graig R. Meyer; Garland E. Pierce; Shelly Willingham; Michael H. Wray",S,5/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
397,H437,,Education on the Holocaust and Genocide.,https://www.ncleg.gov/sessions/2019/bills/house/html/H437v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/437/2019-2020%20Session/H437,Linda P. Johnson; D. Craig Horn; Julia C. Howard; Jeffrey Elmore; Gale Adcock; John Autry; Chaz Beasley; MaryAnn Black; Jerry Carter; Ashton Wheeler Clemmons; George G. Cleveland; Allison A. Dahle; Susan C. Fisher; Pricey Harrison; Zack Hawkins; Cody Henson; Pat B. Hurley; Steve Jarvis; Keith Kidwell; Carolyn G. Logan; Allen McNeill; Larry G. Pittman; Larry W. Potts; Dennis Riddell; Harry Warren,S,4/17/2019,Ref To Com On Rules and Operations of the Senate,Operations
80,H151,,Katelyn's Law.,https://www.ncleg.gov/sessions/2019/bills/house/html/H151v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/151/2019-2020%20Session/H151,Donny Lambeth; William D. Brisson; John Faircloth; Terry E. Garrison; Steve Jarvis; Allen McNeill; David Rogers; Rena W. Turner; Harry Warren; Shelly Willingham,S,4/17/2019,Ref To Com On Rules and Operations of the Senate,Operations
402,H441,S348,Clear Roadblocks to I-77 Toll Relief.,https://www.ncleg.gov/sessions/2019/bills/house/html/H441v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/441/2019-2020%20Session/H441,"Christy Clark; Chaz Beasley; Kelly M. Alexander, Jr.; John Autry; Mary Belk; Wesley Harris, PhD; Pricey Harrison; Carolyn G. Logan; Nasif Majeed",H,3/26/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
63,H136,,Concealed Carry Permit Lapse/Revise Law.,https://www.ncleg.gov/sessions/2019/bills/house/html/H136v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/136/2019-2020%20Session/H136,George G. Cleveland; Jay Adams; Michael Speciale; Lisa Stone Barnes; Hugh Blackwell; Bobby Hanig; Steve Jarvis; Keith Kidwell; David Rogers,H,4/29/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
612,H630,,Protective Services/Alarm Systems Law Changes.,https://www.ncleg.gov/sessions/2019/bills/house/html/H630v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/630/2019-2020%20Session/H630,Allen McNeill; Jon Hardister; John Faircloth; Edward C. Goodwin; Shelly Willingham,S,7/9/2019,Ref To Com On Rules and Operations of the Senate,Operations
66,H139,,Youth Gun Violence Study Commission.,https://www.ncleg.gov/sessions/2019/bills/house/html/H139v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/139/2019-2020%20Session/H139,"Garland E. Pierce; MaryAnn Black; Kelly M. Alexander, Jr.; John Autry; Cynthia Ball; Mary Belk; Cecil Brockman; Deb Butler; Becky Carney; Christy Clark; Ashton Wheeler Clemmons; Carla D. Cunningham; Allison A. Dahle; Jean Farmer-Butterfield; Susan C. Fisher; Terry E. Garrison; Charles Graham; Pricey Harrison; Yvonne Lewis Holley; Verla Insko; Joe John; Marvin W. Lucas; Nasif Majeed; Graig R. Meyer; Marcia Morey; Amos L. Quick, III; Robert T. Reives, II; Evelyn Terry",H,2/25/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
67,H14,,Reconstitute Various Boards & Commissions.,https://www.ncleg.gov/sessions/2019/bills/house/html/H14v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/14/2019-2020%20Session/H14,"Chuck McGrady; John A. Torbett; Stephen M. Ross; Pricey Harrison; James L. Boles, Jr.; Deb Butler; Kyle Hall; Bobby Hanig; Jon Hardister; Pat McElraft; Dennis Riddell; Jason Saine; Mitchell S. Setzer; John Szoka; Larry Yarborough",H,1/31/2019,"Ref to the Com on Judiciary, if favorable, State and Local Government, if favorable, Rules, Calendar, and Operations of the House",Operations
677,H69,,Nonpartisan Redistricting Commission.,https://www.ncleg.gov/sessions/2019/bills/house/html/H69v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/69/2019-2020%20Session/H69,"Robert T. Reives, II; Chuck McGrady; Jon Hardister; Brian Turner; Gale Adcock; John Ager; Kelly M. Alexander, Jr.; John Autry; Cynthia Ball; Sydney Batch; Chaz Beasley; Mary Belk; MaryAnn Black; Cecil Brockman; Deb Butler; Becky Carney; Jerry Carter; Christy Clark; Ashton Wheeler Clemmons; Kevin Corbin; Carla D. Cunningham; Allison A. Dahle; Ted Davis, Jr.; Terence Everitt; John Faircloth; Jean Farmer-Butterfield; Susan C. Fisher; Elmer Floyd; John A. Fraley; James D. Gailliard; Terry E. Garrison; Rosa U. Gill; Ken Goodman; Charles Graham; Holly Grange; Bobby Hanig; Wesley Harris, PhD; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; D. Craig Horn; Rachel Hunt; Howard J. Hunter, III; Verla Insko; Darren G. Jackson; Joe John; Brandon Lofton; Carolyn G. Logan; Marvin W. Lucas; Nasif Majeed; Grier Martin; Graig R. Meyer; Derwin L. Montgomery; Marcia Morey; Garland E. Pierce; Joe Sam Queen; Amos L. Quick, III; William O. Richardson; Stephen M. Ross; C. Ray Russell; Wayne Sasser; Kandie D. Smith; Raymond E. Smith, Jr.; Evelyn Terry; Julie von Haefen; Michael H. Wray",H,2/14/2019,"Ref to the Com on Redistricting, if favorable, Rules, Calendar, and Operations of the House",Operations
614,H632,,Hydraulic Fracturing/Statewide Ban.,https://www.ncleg.gov/sessions/2019/bills/house/html/H632v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/632/2019-2020%20Session/H632,"Joe Sam Queen; C. Ray Russell; John Autry; Cecil Brockman; Becky Carney; Christy Clark; Allison A. Dahle; Susan C. Fisher; Wesley Harris, PhD; Pricey Harrison; Carolyn G. Logan; Nasif Majeed; Marcia Morey; Raymond E. Smith, Jr.",H,4/9/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
607,H626,,Realistic Evaluation of Actuarial Liabilities.,https://www.ncleg.gov/sessions/2019/bills/house/html/H626v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/626/2019-2020%20Session/H626,Allen McNeill; Stephen M. Ross,H,5/6/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
71,H143,,Universal Identification/Biometrics Study.,https://www.ncleg.gov/sessions/2019/bills/house/html/H143v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/143/2019-2020%20Session/H143,"Evelyn Terry; Chaz Beasley; Kelly M. Alexander, Jr.; John Autry; Allison A. Dahle; Marvin W. Lucas",H,5/21/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
72,H144,,Hands Free NC.,https://www.ncleg.gov/sessions/2019/bills/house/html/H144v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/144/2019-2020%20Session/H144,"Kevin Corbin; John A. Torbett; Jon Hardister; Garland E. Pierce; Gale Adcock; John Ager; Dean Arp; John Autry; Lisa Stone Barnes; Mary Belk; Deb Butler; Becky Carney; Christy Clark; Allison A. Dahle; John Faircloth; Jean Farmer-Butterfield; Susan C. Fisher; John A. Fraley; James D. Gailliard; Rosa U. Gill; Charles Graham; Holly Grange; Destin Hall; Bobby Hanig; D. Craig Horn; Chris Humphrey; Howard J. Hunter, III; Frank Iler; Darren G. Jackson; Joe John; Chuck McGrady; Gregory F. Murphy, MD; Larry W. Potts; Amos L. Quick, III; David Rogers; Stephen M. Ross; C. Ray Russell; Wayne Sasser; John Sauls; Larry C. Strickland; Evelyn Terry; Brian Turner; Harry Warren; Donna McDowell White; Shelly Willingham; Larry Yarborough",S,6/20/2019,"Re-ref to Commerce and Insurance. If fav, re-ref to Judiciary. If fav, re-ref to Rules and Operations of the Senate",Operations
606,H625,,Surry Medical Ministries Foundation/Funds.,https://www.ncleg.gov/sessions/2019/bills/house/html/H625v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/625/2019-2020%20Session/H625,Sarah Stevens; Kyle Hall,H,4/8/2019,"Ref to the Com on Appropriations, General Government, if favorable, Rules, Calendar, and Operations of the House",Operations
406,H445,,Special Sep. Allowance/Alamance Cty DOs.,https://www.ncleg.gov/sessions/2019/bills/house/html/H445v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/445/2019-2020%20Session/H445,Dennis Riddell; Stephen M. Ross,S,5/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
81,H152,,Registration Discretionary for Sexual Battery.,https://www.ncleg.gov/sessions/2019/bills/house/html/H152v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/152/2019-2020%20Session/H152,"Joe John; David Rogers; Marcia Morey; John Autry; MaryAnn Black; Cecil Brockman; Deb Butler; Allison A. Dahle; Jean Farmer-Butterfield; Susan C. Fisher; Pricey Harrison; Verla Insko; Carolyn G. Logan; Marvin W. Lucas; Robert T. Reives, II; Evelyn Terry",H,2/25/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
287,H338,,Coltrane Jazz & Blues Festival/Funds.,https://www.ncleg.gov/sessions/2019/bills/house/html/H338v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/338/2019-2020%20Session/H338,"Cecil Brockman; John Faircloth; Jon Hardister; Amos L. Quick, III; Kelly M. Alexander, Jr.; John Autry; Becky Carney; Ashton Wheeler Clemmons; Carla D. Cunningham; Allison A. Dahle; Susan C. Fisher; Elmer Floyd; Ken Goodman; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Darren G. Jackson; Carolyn G. Logan; Nasif Majeed; Robert T. Reives, II; Raymond E. Smith, Jr.",S,5/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
408,H447,,Attractive Nuisances.,https://www.ncleg.gov/sessions/2019/bills/house/html/H447v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/447/2019-2020%20Session/H447,Lee Zachary; Jimmy Dixon; Edward C. Goodwin; Larry G. Pittman,S,5/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
905,H895,,Opportunity Gap Task Force.,https://www.ncleg.gov/sessions/2019/bills/house/html/H895v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/895/2019-2020%20Session/H895,"Hugh Blackwell; Cecil Brockman; D. Craig Horn; Graig R. Meyer; Cynthia Ball; Chaz Beasley; Carla D. Cunningham; Allison A. Dahle; Susan C. Fisher; Terry E. Garrison; Rosa U. Gill; Pricey Harrison; Zack Hawkins; Rachel Hunt; Verla Insko; Carolyn G. Logan; C. Ray Russell; Raymond E. Smith, Jr.; Julie von Haefen",S,5/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
405,H444,,Modify B.O.B.E. Fees and Reciprocity Requ.s.,https://www.ncleg.gov/sessions/2019/bills/house/html/H444v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/444/2019-2020%20Session/H444,Mitchell S. Setzer; Pricey Harrison; Shelly Willingham,H,4/10/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
616,H634,,Funds for NC Freedom Park.,https://www.ncleg.gov/sessions/2019/bills/house/html/H634v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/634/2019-2020%20Session/H634,"Kyle Hall; Jason Saine; Amos L. Quick, III; Derwin L. Montgomery; Cynthia Ball; Chaz Beasley; Cecil Brockman; Deb Butler; Becky Carney; Ashton Wheeler Clemmons; Allison A. Dahle; Jean Farmer-Butterfield; Susan C. Fisher; Wesley Harris, PhD; Pricey Harrison; Yvonne Lewis Holley; Verla Insko; Darren G. Jackson; Carolyn G. Logan; Marvin W. Lucas; Marcia Morey; Raymond E. Smith, Jr.; Evelyn Terry",H,4/10/2019,"Re-ref to the Com on Appropriations, General Government, if favorable, Rules, Calendar, and Operations of the House",Operations
596,H616,,Funds/Civil War & Reconstruction History Ctr.,https://www.ncleg.gov/sessions/2019/bills/house/html/H616v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/616/2019-2020%20Session/H616,"John Szoka; John R. Bell, IV; David R. Lewis; Marvin W. Lucas; Brenden H. Jones",H,4/8/2019,"Ref to the Com on Appropriations, General Government, if favorable, Rules, Calendar, and Operations of the House",Operations
82,H153,,SBI Funds.,https://www.ncleg.gov/sessions/2019/bills/house/html/H153v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/153/2019-2020%20Session/H153,"Joe John; Marcia Morey; David Rogers; Kelly M. Alexander, Jr.; John Autry; Cynthia Ball; Chaz Beasley; MaryAnn Black; Cecil Brockman; Deb Butler; Jean Farmer-Butterfield; Susan C. Fisher; Rosa U. Gill; Charles Graham; Pricey Harrison; Yvonne Lewis Holley; Verla Insko; Carolyn G. Logan; Marvin W. Lucas; Amos L. Quick, III; Robert T. Reives, II; William O. Richardson; Evelyn Terry",H,2/25/2019,"Ref to the Com on Judiciary, if favorable, Appropriations, Justice and Public Safety, if favorable, Appropriations, if favorable, Rules, Calendar, and Operations of the House",Operations
594,H614,,Kelsey Smith Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H614v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/614/2019-2020%20Session/H614,Pat B. Hurley; Allen McNeill; Jerry Carter; Carson Smith; Edward C. Goodwin; Sarah Stevens,H,4/8/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
83,H154,,Conduct Code and Discipline for Magistrates.,https://www.ncleg.gov/sessions/2019/bills/house/html/H154v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/154/2019-2020%20Session/H154,"Joe John; David Rogers; Marcia Morey; Kelly M. Alexander, Jr.; John Autry; Cecil Brockman; Deb Butler; Allison A. Dahle; Jean Farmer-Butterfield; Susan C. Fisher; Terry E. Garrison; Pricey Harrison; Howard J. Hunter, III; Verla Insko; Carolyn G. Logan; Marvin W. Lucas; Amos L. Quick, III; Robert T. Reives, II; Shelly Willingham",H,2/25/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
593,H613,,Essential Services For Homeless Youth.,https://www.ncleg.gov/sessions/2019/bills/house/html/H613v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/613/2019-2020%20Session/H613,Susan C. Fisher; Josh Dobson; John Autry; Sydney Batch; Mary Belk; Cecil Brockman; Carla D. Cunningham; Jean Farmer-Butterfield; Rosa U. Gill; Pricey Harrison; Yvonne Lewis Holley; Rachel Hunt; Verla Insko; Carolyn G. Logan; Marvin W. Lucas; Graig R. Meyer; Garland E. Pierce; Evelyn Terry; Shelly Willingham,S,5/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
267,H32,,Collaborative Law.,https://www.ncleg.gov/sessions/2019/bills/house/html/H32v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/32/2019-2020%20Session/H32,"Ted Davis, Jr.",S,2/28/2019,Ref To Com On Rules and Operations of the Senate,Operations
275,H327,S529,Fees/Returned Checks/Loan Processing.,https://www.ncleg.gov/sessions/2019/bills/house/html/H327v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/327/2019-2020%20Session/H327,John Szoka; Brenden H. Jones; Ken Goodman; Michael H. Wray,H,4/29/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
